"","X.1","X","variable","label","type","has_value_labels","value_labels","X0","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","scale_type","MainTheme","Subtheme","notes"
"145",144,142,"Q57","Durante el 2024, Cuantos tramites ante el Gobierno ESTATAL hizo durante este tiempo?","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"146",145,143,"Q58","Durante 2024, ¿realizó trámites de LICENCIA DE CONDUCIR?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"147",146,144,"Q58.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"148",147,145,"Q59","Durante 2024, ¿dio mordida o soborno para realizar el trámite? LICENCIA DE CONDUCIR","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"149",148,146,"Q59.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"150",149,147,"Q60","En total, cuanto dinero dio en sobornos por LICENCIA DE CONDUCIR","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"151",150,148,"Q61","Durante 2024, ¿realizó trámites de REGISTRO PÚBLICO DE LA PROPIEDAD?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"152",151,149,"Q61.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"153",152,150,"Q62","Durante 2024, ¿dio mordida o soborno para realizar el trámite? REGISTRO PÚBLICO DE LA PROPIEDAD","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"154",153,151,"Q62.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"155",154,152,"Q63","En total, cuanto dinero dio en sobornos por REGISTRO PÚBLICO DE LA PROPIEDAD","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"156",155,153,"Q64","Durante 2024, ¿realizó trámites de PERMISOS DE GOBERNACIÓN?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"157",156,154,"Q64.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"158",157,155,"Q65","Durante 2024, ¿dio mordida o soborno para realizar el trámite? PERMISOS DE GOBERNACIÓN","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"159",158,156,"Q65.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"160",159,157,"Q66","En total, cuanto dinero dio en sobornos por PERMISOS DE GOBERNACIÓN","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"161",160,158,"Q67","Durante 2024, ¿realizó trámites de IMPUESTO SOBRE NÓMINAS?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"162",161,159,"Q67.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"163",162,160,"Q68","Durante 2024, ¿dio mordida o soborno para realizar el trámite? IMPUESTO SOBRE NÓMINAS","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"164",163,161,"Q68.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"165",164,162,"Q69","En total, cuanto dinero dio en sobornos por IMPUESTO SOBRE NÓMINAS","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"166",165,163,"Q70","Durante 2024, ¿realizó trámites de RECAUDACIÓN DE RENTAS?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"167",166,164,"Q70.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"168",167,165,"Q71","Durante 2024, ¿dio mordida o soborno para realizar el trámite? RECAUDACIÓN DE RENTAS","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"169",168,166,"Q71.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"170",169,167,"Q72","En total, cuanto dinero dio en sobornos por RECAUDACIÓN DE RENTAS","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"171",170,168,"Q73","Durante 2024, ¿realizó trámites de SERVICIOS EDUCATIVOS?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"172",171,169,"Q73.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"173",172,170,"Q74","Durante 2024, ¿dio mordida o soborno para realizar el trámite? SERVICIOS EDUCATIVOS","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"174",173,171,"Q74.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"175",174,172,"Q75","En total, cuanto dinero dio en sobornos por SERVICIOS EDUCATIVOS","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"176",175,173,"Q76","Durante 2024, ¿realizó trámites de JMAS (reconexión)?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"177",176,174,"Q76.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"178",177,175,"Q77","Durante 2024, ¿dio mordida o soborno para realizar el trámite? JMAS (reconexión)","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"179",178,176,"Q77.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"180",179,177,"Q78","En total, cuanto dinero dio en sobornos por JMAS (reconexión)","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"181",180,178,"Q79","Durante 2024, ¿realizó Trámites/ denuncias por delitos ambientales? SECRETARÍA DE DESARROLLO URBANO Y ECOLOGÍA","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"182",181,179,"Q79.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"183",182,180,"Q80","Durante 2024, ¿dio mordida o soborno para realizar Trámites/ denuncias por delitos ambientales? SECRETARÍA DE DESARROLLO URBANO Y ECOLOGÍA","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"184",183,181,"Q80.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"185",184,182,"Q81","En total, cuanto dinero dio en sobornos por SECRETARÍA DE DESARROLLO URBANO Y ECOLOGÍA","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"186",185,183,"Q82","Durante 2024, ¿realizó OTROS TRÁMITES ESTATALES?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"187",186,184,"Q82.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"188",187,185,"Q83","¿Cuál es el o los otros trámites estatales que realizó? (Escriba nombre de los trámites estatales).","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"189",188,186,"Q84","Durante 2024, ¿dio mordida o soborno para realizar el trámite? OTROS TRÁMITES ESTATALES","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"190",189,187,"Q84.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"191",190,188,"Q85","En total, cuanto dinero dio en sobornos por OTROS TRÁMITES ESTATALES","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"192",191,189,"Q86","Durante 2024, ¿realizó por lo menos 1 trámite ante gobierno federal? (SAT-HACIENDA, CFE-LUZ, OTRO TRÁMITE FEDERAL)","Escala 1-2",TRUE,"1=Sí realizó por lo menos 1 trámite ante gobierno federal;2=No realizó trámites federales","","Sí realizó por lo menos 1 trámite ante gobierno federal","No realizó trámites federales","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"193",192,190,"Q87","Durante el 2024, Cuantos tramites ante el Gobierno FEDERAL hizo durante este tiempo?","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"194",193,191,"Q88","Durante 2024, ¿realizó trámites del HACIENDA/SAT?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"195",194,192,"Q88.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"196",195,193,"Q89","Durante 2024, ¿dio mordida o soborno para realizar el trámite? HACIENDA/SAT","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"197",196,194,"Q89.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"198",197,195,"Q90","En total, cuanto dinero dio en sobornos por HACIENDA/SAT","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"199",198,196,"Q91","Durante 2024, ¿realizó trámites de CFE?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"200",199,197,"Q91.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"201",200,198,"Q92","Durante 2024, ¿dio mordida o soborno para realizar el trámite? CFE","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"202",201,199,"Q92.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"203",202,200,"Q93","En total, cuanto dinero dio en sobornos por CFE","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"204",203,201,"Q94","Durante 2024, ¿realizó Trámites/ denuncias por delitos ambientales? SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT)","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"205",204,202,"Q94.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"206",205,203,"Q95","Durante 2024, ¿dio mordida o soborno para realizar el Trámites/ denuncias por delitos ambientales? SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT)","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"207",206,204,"Q95.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"208",207,205,"Q96","En total, cuanto dinero dio en sobornos por SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT)","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"209",208,206,"Q97","Durante 2024, ¿realizó Trámites/ denuncias por delitos ambientales? PROCURADURÍA FEDERAL DE PROTECCIÓN AL AMBIENTE (PROFEPA)","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"210",209,207,"Q97.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"211",210,208,"Q98","Durante 2024, ¿dio mordida o soborno para realizar Trámites/ denuncias por delitos ambientales? PROCURADURÍA FEDERAL DE PROTECCIÓN AL AMBIENTE (PROFEPA)","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"212",211,209,"Q98.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"213",212,210,"Q99","En total, cuanto dinero dio en sobornos por PROCURADURÍA FEDERAL DE PROTECCIÓN AL AMBIENTE (PROFEPA)","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"214",213,211,"Q100","Durante 2024, ¿realizó trámites ante OTRA DEPENDENCIA FEDERAL?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántos trámites","","No","Sí, especifique cuántos trámites","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"215",214,212,"Q100.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"216",215,213,"Q101","Mencione el nombre de la otra dependencia federal en la que realizó el trámite.","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nominal (Abierta)","Governance & Civic Engagement","Public Integrity",NA
"217",216,214,"Q102","Durante 2024, ¿dio mordida o soborno para realizar el trámite? OTRA DEPENDENCIA FEDERAL","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"218",217,215,"Q102.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"219",218,216,"Q103","En total, cuanto dinero dio en sobornos por OTRA DEPENDENCIA FEDERAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"220",219,217,"Q104","Durante 2024, ¿fue detenido por TRÁNSITO MUNICIPAL?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces","","No","Sí, especifique cuántas veces","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"221",220,218,"Q104.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"222",221,219,"Q105","Durante 2024, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? TRÁNSITO MUNICIPAL","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"223",222,220,"Q105.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"224",223,221,"Q106","En total, cuanto dinero dio en sobornos a TRÁNSITO MUNICIPAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"225",224,222,"Q107","Durante 2024, ¿fue detenido por POLICÍA MUNICIPAL?","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces","","No","Sí, especifique cuántas veces","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"226",225,223,"Q107.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"227",226,224,"Q108","Durante 2024, ¿dio mordida o soborno en dinero o especie en al menos 1 de ellos? POLICÍA MUNICIPAL","Escala 1-2",TRUE,"1=No;2=Sí, especifique cuántas veces dio mordida","","No","Sí, especifique cuántas veces dio mordida","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Binaria","Governance & Civic Engagement","Public Integrity",NA
"228",227,225,"Q108.1.1","Other","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
"229",228,226,"Q109","En total, cuanto dinero dio en sobornos a POLICÍA MUNICIPAL","Texto",FALSE,"","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Razon","Governance & Civic Engagement","Public Integrity",NA
