variable,label,type,has_value_labels,value_labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
Q62,"Durante 2023, dio mordida o soborno para realizar el tramite? REGISTRO PÚBLICO DE LA PROPIEDAD",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q62.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q63,"En total, cuanto dinero dio en sobornos por REGISTRO PÚBLICO DE LA PROPIEDAD",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q64,"Durante 2023, realizo trámites de PERMISOS DE GOBERNACIÓN?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q64.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q65,"Durante 2023, dio mordida o soborno para realizar el trámite? PERMISOS DE GOBERNACIÓN",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q65.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q66,"En total, cuanto dinero dio en sobornos por PERMISOS DE GOBERNACIÓN",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q67,"Durante 2023, realizó trámites de IMPUESTO SOBRE NÓMINAS?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q67.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q68,"Durante 2023, dio mordida o soborno para realizar el trámite? IMPUESTO SOBRE NÓMINAS",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q68.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q69,"En total, cuanto dinero dio en sobornos por IMPUESTO SOBRE NÓMINAS",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q70,"Durante 2023, realizo trámites de RECAUDACIÓN DE RENTAS?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q70.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q71,"Durante 2023, dio mordida o soborno para realizar el tramite? RECAUDACION DE RENTAS",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q71.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q72,"En total, cuanto dinero dio en sobornos por RECAUDACIÓN DE RENTAS",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q73,"Durante 2023, realizo trámites de SERVICIOS EDUCATIVOS?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q73.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q74,"Durante 2023, dio mordida o soborno para realizar el tramite? SERVICIOS EDUCATIVOS",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q74.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q75,"En total, cuanto dinero dio en sobornos por SERVICIOS EDUCATIVOS",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q76,"Durante 2023, realizo tramites de JMAS (reconexión)?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q76.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q77,"Durante 2023, dio mordida o soborno para realizar el tramite? JMAS (reconexión)",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q77.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q78,"En total, cuanto dinero dio en sobornos por JMAS (reconexión)",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q79,"Durante 2023, realizo Trámites/ denuncias por delitos ambientales? SECRETARÍA DE DESARROLLO URBANO Y ECOLOGÍA",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q79.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q80,"Durante 2023, dio mordida o soborno para realizar Trámites/ denuncias por delitos ambientales? SECRETARÍA DE DESARROLLO URBANO Y ECOLOGÍA",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q80.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q81,"En total, cuanto dinero dio en sobornos por SECRETARIA DE DESARROLLO URBANO Y ECOLOGÍA",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q82,"Durante 2023, ¿realizo OTROS TRAMITES ESTATALES?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q82.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q83,Cual es el o los otros tramites estatales que realizo? (Escriba nombre de los trámites estatales).,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q84,"Durante 2023, dio mordida o soborno para realizar el trámite? OTROS TRÁMITES ESTATALES",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q84.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q85,"En total, cuanto dinero dio en sobornos por OTROS TRÁMITES ESTATALES",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q86,"Durante 2023, realizo por lo menos 1 trámite ante gobierno federal? (SAT-HACIENDA, CFE-LUZ, OTRO TRÁMITE FEDERAL)",haven_labelled,TRUE,1 = Sí realizó por lo menos 1 trámite ante gobierno federal; 2 = No realizó trámites federales,NA,Sí realizó por lo menos 1 trámite ante gobierno federal,No realizó trámites federales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q87,"Durante el 2023, Cuantos tramites ante el Gobierno FEDERAL hizo durante este tiempo?",numeric,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q88,"Durante 2023, realizó tramites del HACIENDA/SAT?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q88.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q89,"Durante 2022, dio mordida o soborno para realizar el tramite? HACIENDA/SAT",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q89.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q90,"En total, cuanto dinero dio en sobornos por HACIENDA/SAT",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q91,"Durante 2023, ¿realizo tramites de CFE?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q91.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92,"Durante 2023, dio mordida o soborno para realizar el trámite? CFE",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q92.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q93,"En total, cuanto dinero dio en sobornos por CFE",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q94,"Durante 2023, realizo Tramites/ denuncias por delitos ambientales? SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT)",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q94.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q95,"Durante 2022, dio mordida o soborno para realizar el Trámites/ denuncias por delitos ambientales? SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT)",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q95.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q96,"En total, cuanto dinero dio en sobornos por SECRETARÍA DE MEDIO AMBIENTE Y RECURSOS NATURALES (SEMARNAT)",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q97,"Durante 2023, realizo Tramites/ denuncias por delitos ambientales? PROCURADURIA FEDERAL DE PROTECCIÓN AL AMBIENTE (PROFEPA)",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q97.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q98,"Durante 2023, dio mordida o soborno para realizar Trámites/ denuncias por delitos ambientales? PROCURADURÍA FEDERAL DE PROTECCIÓN AL AMBIENTE (PROFEPA)",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q98.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q99,"En total, cuanto dinero dio en sobornos por PROCURADURIA FEDERAL DE PROTECCIÓN AL AMBIENTE (PROFEPA)",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q100,"Durante 2023, realizo trmites ante OTRA DEPENDENCIA FEDERAL?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántos trámites:",NA,No,"Sí, especifique cuántos trámites:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q100.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q101,Mencione el nombre de la otra dependencia federal en la que realizó el trámite.,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q102,"Durante 2023, dio mordida o soborno para realizar el trámite? OTRA DEPENDENCIA FEDERAL",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q102.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q103,"En total, cuanto dinero dio en sobornos por OTRA DEPENDENCIA FEDERAL",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q104,"Durante 2023, fue detenido por TRÁNSITO MUNICIPAL?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces:",NA,No,"Sí, especifique cuántas veces:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q104.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q105,"Durante 2023, dio mordida o soborno en dinero o especie en al menos 1 de ellos? TRÁNSITO MUNICIPAL",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q105.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q106,"En total, cuanto dinero dio en sobornos a TRÁNSITO MUNICIPAL",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q107,"Durante 2023, fue detenido por POLICÍA MUNICIPAL?",haven_labelled,TRUE,"1 = No; 2 = Si, especifique cuántas veces:",NA,No,"Si, especifique cuántas veces:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q107.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q108,"Durante 2023, dio mordida o soborno en dinero o especie en al menos 1 de ellos? POLICIA MUNICIPAL",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuantas veces dio mordida:",NA,No,"Sí, especifique cuantas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q108.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q109,"En total, cuanto dinero dio en sobornos a POLICIA MUNICIPAL",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q110,"Durante 2023, fue detenido por POLICIA ESTATAL?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces:",NA,No,"Sí, especifique cuántas veces:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q110.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q111,"Durante 2023, dio mordida o soborno en dinero o especie en al menos 1 de ellos? POLICIA ESTATAL",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces dio mordida:",NA,No,"Sí, especifique cuántas veces dio mordida:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q111.1.1,Other,character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q112,"En total, cuanto dinero dio en sobornos a POLICIA ESTATAL",character,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Q113,"Durante 2023, ¿fue detenido por EJERCITO?",haven_labelled,TRUE,"1 = No; 2 = Sí, especifique cuántas veces:",NA,No,"Sí, especifique cuántas veces:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
